header_id;otu_number;silva_taxonomy;;;;;
OTU_13087;OTU_13086;Eukaryota(100);SAR(97.8);Alveolata(97.6);Dinoflagellata(96.8);Dinophyceae(96.5);Peridiniphycidae(61.2)
OTU_46043;OTU_46039;Eukaryota(99.9);SAR(76.8);Alveolata(73);Ciliophora(70.6);Intramacronucleata(70.6);Spirotrichea(70.3)
OTU_46044;OTU_46040;Eukaryota(100);Archaeplastida(97.7);Chloroplastida(97.7);Chlorophyta(97.7);Mamiellophyceae(88.4);Micromonas(45.5)
OTU_46045;OTU_46041;Eukaryota(100);SAR(97.4);Alveolata(96.9);Protalveolata(96.4);Syndiniales(96.2);Syndiniales_Group_I(96.2)
OTU_17709;OTU_17708;Eukaryota(99.8);Opisthokonta(81.1);Holozoa(80.7);Metazoa(79.6);Animalia(79.6);Arthropoda(75.6)
OTU_17708;OTU_17707;Eukaryota(100);SAR(80.2);Alveolata(76.9);Dinoflagellata(69.9);Incertae_Sedis(22.8);Paulsenella(19.5)
OTU_46046;OTU_46042;Eukaryota(100);SAR(98.5);Rhizaria(72.2);Cercozoa(72.2);Imbricatea(58.3);Marimonadida(58.3)
OTU_17701;OTU_17700;Eukaryota(100);SAR(99.1);Alveolata(98.3);Dinoflagellata(96.3);Dinophyceae(87.1);SL163A10(24.3)
OTU_17700;OTU_17699;Eukaryota(100);SAR(82);Alveolata(78.6);OLI11255(51.6);unclassified;unclassified
OTU_17703;OTU_17702;Eukaryota(100);SAR(99.1);Stramenopiles(99.1);Ochrophyta(98.9);Diatomea(89.3);Bacillariophytina(88.2)
OTU_17702;OTU_17701;Eukaryota(100);SAR(63.9);Stramenopiles(60.2);Ochrophyta(56);Diatomea(44.5);Bacillariophytina(40.3)
OTU_17705;OTU_17704;Eukaryota(100);SAR(93.1);Alveolata(90.8);Protalveolata(90);Syndiniales(89.5);Syndiniales_Group_I(89.2)
OTU_13088;OTU_13087;Eukaryota(99.9);SAR(77.1);Alveolata(75.3);Ciliophora(70.2);Intramacronucleata(69.9);Spirotrichea(48.8)
OTU_17707;OTU_17706;Eukaryota(100);SAR(98.9);Alveolata(98.8);Dinoflagellata(89.4);Dinophyceae(87);SCM16C67(63.7)
OTU_17706;OTU_17705;Eukaryota(100);Archaeplastida(26.9);Chloroplastida(26.9);Chlorophyta(25.9);Prasinophytae(15.9);Pseudoscourfieldia(14.4)
OTU_13089;OTU_13088;Eukaryota(100);SAR(97.6);Stramenopiles(96.5);Ochrophyta(95.3);Diatomea(68.7);Bacillariophytina(56.2)
OTU_32282;OTU_32279;Eukaryota(100);SAR(72.8);Alveolata(72);Ciliophora(71.7);Intramacronucleata(71.6);Spirotrichea(71.2)
OTU_16258;OTU_16257;Eukaryota(100);Archaeplastida(43.4);Chloroplastida(42.6);Chlorophyta(41.4);Trebouxiophyceae(21.8);Amphikrikos(11.2)
OTU_16259;OTU_16258;Eukaryota(100);Archaeplastida(28);Chloroplastida(26.6);Chlorophyta(26.3);Trebouxiophyceae(13.8);Lobosphaeropsis(0.5)
OTU_24819;OTU_24817;Eukaryota(99.9);SAR(61.5);Alveolata(58.9);Ciliophora(57.8);Intramacronucleata(57.8);Spirotrichea(57.3)
OTU_24818;OTU_24816;Eukaryota(100);Opisthokonta(99.9);Holozoa(99.9);Metazoa(99.9);Animalia(99.9);Annelida(71.6)
OTU_16254;OTU_16253;Eukaryota(100);SAR(92.9);Stramenopiles(84.5);Ochrophyta(65.3);Diatomea(51.5);Bacillariophytina(49.8)
OTU_16255;OTU_16254;Eukaryota(100);SAR(98.9);Alveolata(97);SCM37C52(14);unclassified;unclassified
OTU_16256;OTU_16255;Eukaryota(100);SAR(86.3);Stramenopiles(76.1);Ochrophyta(69.6);Diatomea(54.5);Bacillariophytina(44.7)
OTU_16257;OTU_16256;Eukaryota(100);SAR(98.5);Stramenopiles(97.3);Ochrophyta(76.3);Bolidomonas(33.9);unclassified
OTU_16250;OTU_16249;Eukaryota(100);Archaeplastida(58.7);Chloroplastida(57.2);Chlorophyta(56.5);Trebouxiophyceae(24.8);Leptosira(15.7)
OTU_16251;OTU_16250;Eukaryota(100);Haptophyta(56);Prymnesiophyceae(56);Prymnesiales(52.4);Haptolina(43);unclassified
OTU_16252;OTU_16251;Eukaryota(100);Opisthokonta(85.6);Holozoa(85.5);Metazoa(85.5);Animalia(85.5);Arthropoda(85)
OTU_16253;OTU_16252;Eukaryota(100);Opisthokonta(87.8);Holozoa(86.8);Metazoa(85.7);Animalia(85.7);Arthropoda(78.8)
OTU_35914;OTU_35911;Eukaryota(100);SAR(50.6);Stramenopiles(28);MAST-12(12.2);MAST-12A(12.2);unclassified
OTU_11709;OTU_11708;Eukaryota(100);SAR(80.7);Stramenopiles(63.2);Peronosporomycetes(41.6);Aplanopsis(23.5);unclassified
OTU_11708;OTU_11707;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(98.1);Dinophyceae(82.5);Gymnodiniphycidae(30.3)
OTU_11707;OTU_11706;Eukaryota(100);SAR(80.9);Alveolata(67.6);Protalveolata(54.4);Syndiniales(53.9);Syndiniales_Group_II(50.2)
OTU_11706;OTU_11705;Eukaryota(99.3);SAR(87.7);Alveolata(65.1);Dinoflagellata(49.5);Incertae_Sedis(24.7);Paulsenella(16.1)
OTU_11705;OTU_11704;Eukaryota(100);SAR(98.6);Stramenopiles(98.3);Ochrophyta(97.6);Diatomea(90.2);Bacillariophytina(86.4)
OTU_11704;OTU_11703;Eukaryota(100);SAR(97.7);Stramenopiles(97.4);Ochrophyta(93.7);Diatomea(80.3);Bacillariophytina(79.4)
OTU_11703;OTU_11702;Eukaryota(100);Cryptophyceae(91.3);Cryptomonadales(91.3);Teleaulax(59.5);unclassified;unclassified
OTU_11702;OTU_11701;Eukaryota(100);SAR(99.4);Alveolata(99.3);Protalveolata(97.6);Syndiniales(97.6);Syndiniales_Group_II(96.7)
OTU_11701;OTU_11700;Eukaryota(100);SAR(97.3);Alveolata(97.2);Protalveolata(43.3);Syndiniales(43.2);Syndiniales_Group_II(38.5)
OTU_11700;OTU_11699;Eukaryota(99.8);SAR(82.8);Alveolata(77.4);Dinoflagellata(68.7);Incertae_Sedis(61.5);Haplozoon(61.2)
OTU_22305;OTU_22304;Eukaryota(99.5);Opisthokonta(47.9);Holozoa(47.9);Metazoa(47.7);Animalia(47.7);Arthropoda(45.8)
OTU_22304;OTU_22303;Eukaryota(99.6);SAR(37);Alveolata(21.7);Apicomplexa(4.7);Conoidasida(4.7);Gregarinasina(3.9)
OTU_22307;OTU_22306;Eukaryota(100);Opisthokonta(76.7);Holozoa(75.3);Metazoa(74.7);Animalia(74.7);Cnidaria(68.1)
OTU_22306;OTU_22305;Eukaryota(100);SAR(99.7);Alveolata(99.7);Dinoflagellata(87.2);Dinophyceae(77.1);SL163A10(30.4)
OTU_22301;OTU_22300;Eukaryota(100);Opisthokonta(92.4);Holozoa(92.4);Metazoa(92.4);Animalia(92.4);Mollusca(82.5)
OTU_22300;OTU_22299;Eukaryota(100);Archaeplastida(59.8);Chloroplastida(52.3);Chlorophyta(43.8);Chlorophyceae(15.5);Heterotetracystis(6.2)
OTU_22303;OTU_22302;Eukaryota(99.5);Opisthokonta(93.3);Holozoa(93.1);Metazoa(93.1);Animalia(93.1);Arthropoda(34)
OTU_22302;OTU_22301;Eukaryota(100);Opisthokonta(97.7);Holozoa(97.7);Metazoa(97.7);Animalia(97.7);Arthropoda(95.5)
OTU_49188;OTU_49184;Eukaryota(100);SAR(93.2);Alveolata(93.2);Protalveolata(85.5);Syndiniales(85.5);Amoebophrya(72.9)
OTU_35910;OTU_35907;Eukaryota(100);Opisthokonta(78.6);Holozoa(78.6);Metazoa(77.8);Animalia(77.8);Urochordata(36)
OTU_42378;OTU_42375;Eukaryota(99.3);SAR(61);Stramenopiles(40.7);Ochrophyta(24.9);Phaeophyceae(7.3);Desmarestiales(5.6)
OTU_42379;OTU_42376;Eukaryota(100);SAR(97.4);Alveolata(97.4);Dinoflagellata(85.6);Dinophyceae(78.1);SCM37C58(41.2)
OTU_22309;OTU_22308;Eukaryota(100);Haptophyta(51.2);Pavlovophyceae(49.8);Exanthemachrysis(49.8);unclassified;unclassified
OTU_22308;OTU_22307;Eukaryota(99.9);Opisthokonta(79.6);Holozoa(79.1);Metazoa(78.7);Animalia(78.4);Arthropoda(32.8)
OTU_35911;OTU_35908;Eukaryota(100);SAR(94.3);Alveolata(93.9);Dinoflagellata(88.9);Dinophyceae(80.1);Dinophysiales(34.3)
OTU_15116;OTU_15115;Eukaryota(100);SAR(99);Stramenopiles(98.9);Ochrophyta(98.5);Diatomea(92.7);Bacillariophytina(89)
OTU_35834;OTU_35831;Eukaryota(99.4);Archaeplastida(45.8);Chloroplastida(35);Chlorophyta(34.9);Chlorophyceae(13.8);Dysmorphococcus(6.5)
OTU_35912;OTU_35909;Eukaryota(99.7);Opisthokonta(44.8);Holozoa(43.9);Metazoa(43.8);Animalia(43.8);Arthropoda(41.7)
OTU_15117;OTU_15116;Eukaryota(100);SAR(80);Alveolata(77.3);Dinoflagellata(42.2);SCM28C1(8.8);unclassified
OTU_35833;OTU_35830;Eukaryota(100);SAR(99.6);Alveolata(99.2);Dinoflagellata(98.4);Dinophyceae(93.3);Peridiniphycidae(32.4)
OTU_35913;OTU_35910;Eukaryota(100);Cryptophyceae(87.1);Cryptomonadales(87.1);Geminigera(14.7);unclassified;unclassified
OTU_15114;OTU_15113;Eukaryota(99.9);SAR(71.4);Stramenopiles(48.4);Hyphochytriales(6);Rhizidiomycetaceae(6);Rhizidiomyces(6)
OTU_35832;OTU_35829;Eukaryota(100);Cryptophyceae(41.2);Cryptomonadales(40.7);Geminigera(18.8);unclassified;unclassified
OTU_15115;OTU_15114;Eukaryota(100);Opisthokonta(69.5);Holozoa(68.9);Metazoa(67.5);Animalia(67.5);Arthropoda(65.3)
OTU_35831;OTU_35828;Eukaryota(100);SAR(100);Stramenopiles(99.4);Ochrophyta(98.6);Dictyochophyceae(97.3);Pedinellales(67.5)
OTU_2274;OTU_2274;Eukaryota(100);SAR(99.5);Alveolata(99.4);Dinoflagellata(94.4);Dinophyceae(83.3);Peridiniphycidae(30.6)
OTU_35830;OTU_35827;Eukaryota(97.5);Opisthokonta(50.1);Holozoa(50);Metazoa(48.9);Animalia(48.9);Arthropoda(45.6)
OTU_15113;OTU_15112;Eukaryota(100);SAR(60.3);Alveolata(52.1);Protalveolata(26.4);Colpodellida(21);Colpodella(20.4)
OTU_15110;OTU_15109;Eukaryota(100);Archaeplastida(27.4);Chloroplastida(27.2);Chlorophyta(24.6);Ulvophyceae(12.7);Bolbocoleon(5.5)
OTU_35918;OTU_35915;Eukaryota(100);Cryptophyceae(8.5);Cryptomonadales(8.3);Komma(5.9);unclassified;unclassified
OTU_15111;OTU_15110;Eukaryota(100);SAR(53.7);Alveolata(52.5);Dinoflagellata(50.7);Dinophyceae(40);BAQK03(34.9)
OTU_35919;OTU_35916;Eukaryota(100);SAR(77.5);Alveolata(77.1);Protalveolata(51.5);Syndiniales(51.5);Syndiniales_Group_II(37.8)
OTU_46989;OTU_46985;Eukaryota(100);SAR(89.1);Stramenopiles(74.4);Ochrophyta(40.3);Bolidomonas(11.5);unclassified
OTU_46988;OTU_46984;Eukaryota(100);SAR(75.6);Stramenopiles(61.5);Ochrophyta(56.1);Diatomea(45.5);Bacillariophytina(34.2)
OTU_38574;OTU_38571;Eukaryota(99.9);Opisthokonta(82.7);Holozoa(82.7);Metazoa(82.4);Animalia(82.4);Arthropoda(79.9)
OTU_46985;OTU_46981;Eukaryota(100);SAR(96.2);Stramenopiles(92.8);Ochrophyta(91.7);Diatomea(69.6);Bacillariophytina(51.2)
OTU_46984;OTU_46980;Eukaryota(100);SAR(70.5);Alveolata(45.5);Protalveolata(31.6);Syndiniales(29.1);Syndiniales_Group_I(28.6)
OTU_46987;OTU_46983;Eukaryota(100);SAR(99.9);Alveolata(65.2);Dinoflagellata(63.1);Dinophyceae(59.8);Gymnodiniphycidae(38.1)
OTU_46986;OTU_46982;Eukaryota(99.7);SAR(60.8);Alveolata(58.2);Ciliophora(56.8);Intramacronucleata(56.8);Spirotrichea(56.7)
OTU_46981;OTU_46977;Eukaryota(100);SAR(98.7);Alveolata(98);Dinoflagellata(96);Dinophyceae(76.2);Peridiniphycidae(38.2)
OTU_46980;OTU_46976;Eukaryota(100);SAR(98.5);Stramenopiles(98.4);Ochrophyta(98.2);Diatomea(97.5);Bacillariophytina(86.6)
OTU_46983;OTU_46979;Eukaryota(100);SAR(99.4);Stramenopiles(97.6);Ochrophyta(96.9);Diatomea(95.7);Bacillariophytina(94.7)
OTU_46982;OTU_46978;Eukaryota(100);Archaeplastida(44.2);Chloroplastida(42.7);Chlorophyta(42.4);Ulvophyceae(25.2);Ulvaria(10.1)
OTU_37226;OTU_37223;Eukaryota(100);SAR(80.7);Stramenopiles(68.5);Peronosporomycetes(13.2);Olpidiopsis(9.1);unclassified
OTU_37227;OTU_37224;Eukaryota(100);Opisthokonta(83.3);Holozoa(83.1);Metazoa(81.4);Animalia(81.4);Arthropoda(50.4)
OTU_37228;OTU_37225;Eukaryota(98.8);Opisthokonta(66.5);Holozoa(65.4);Metazoa(64.1);Animalia(64.1);Arthropoda(62.1)
OTU_37229;OTU_37226;Eukaryota(100);Opisthokonta(86.4);Holozoa(86.3);Metazoa(85.8);Animalia(85.8);Arthropoda(78.4)
OTU_49429;OTU_49425;Eukaryota(100);Opisthokonta(98.6);Holozoa(98.6);Metazoa(98.6);Animalia(98.6);Arthropoda(97.2)
OTU_15286;OTU_15285;Eukaryota(100);SAR(100);Alveolata(99.3);Dinoflagellata(96.7);Dinophyceae(90);SL163A10(69.8)
OTU_15287;OTU_15286;Eukaryota(100);SAR(99.3);Alveolata(76.2);Protalveolata(57.2);Syndiniales(57.2);Syndiniales_Group_II(54.8)
OTU_15284;OTU_15283;Eukaryota(99.8);Archaeplastida(30.8);Chloroplastida(27.6);Chlorophyta(27.5);Ulvophyceae(15.9);Ochlochaete(9)
OTU_15285;OTU_15284;Eukaryota(100);Opisthokonta(63.7);Holozoa(62.6);Metazoa(57.2);Animalia(57.2);Arthropoda(49.7)
OTU_15282;OTU_15281;Eukaryota(100);Archaeplastida(22.2);Chloroplastida(22.1);Chlorophyta(21.7);Mamiellophyceae(4.7);Dolichomastix(4.7)
OTU_15283;OTU_15282;Eukaryota(100);SAR(97.7);Stramenopiles(63.7);Peronosporomycetes(38.2);Olpidiopsis(22.8);unclassified
OTU_15280;OTU_15279;Eukaryota(94.7);Archaeplastida(61.9);Chloroplastida(51.2);Chlorophyta(51.2);Ulvophyceae(41);Dilabifilum(4.4)
OTU_15281;OTU_15280;Eukaryota(100);Archaeplastida(63.1);Chloroplastida(58.4);Chlorophyta(57.8);Trebouxiophyceae(34.7);Muriella(27.4)
OTU_15288;OTU_15287;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(96);Dinophyceae(88);SCM15C35(23.1)
OTU_15289;OTU_15288;Eukaryota(100);SAR(94.5);Stramenopiles(68);Ochrophyta(47.3);Diatomea(43.6);Bacillariophytina(37.6)
OTU_19888;OTU_19887;Eukaryota(100);SAR(98.9);Alveolata(98.7);Protalveolata(67.9);Syndiniales(67.5);Syndiniales_Group_II(66.8)
OTU_19889;OTU_19888;Eukaryota(99.9);Opisthokonta(73.6);Holozoa(73.4);Metazoa(73.4);Animalia(73.3);Arthropoda(42)
OTU_43139;OTU_43136;Eukaryota(99.9);Opisthokonta(55.1);Holozoa(55.1);Metazoa(55);Animalia(55);Arthropoda(49.2)
OTU_43138;OTU_43135;Eukaryota(100);SAR(69.6);Alveolata(64.6);Ciliophora(60.5);Intramacronucleata(59.6);Spirotrichea(58.6)
OTU_19880;OTU_19879;Eukaryota(100);Opisthokonta(96.4);Holozoa(96.4);Metazoa(94.3);Animalia(94.3);Arthropoda(85.8)
OTU_19881;OTU_19880;Archaea(15.7);Euryarchaeota(12.6);Thermoplasmata(8.2);Thermoplasmatales(8.2);20c-4(8.2);unclassified
OTU_19882;OTU_19881;Eukaryota(100);Opisthokonta(97.8);Holozoa(97.8);Metazoa(97.8);Animalia(97.8);Arthropoda(96.5)
OTU_19883;OTU_19882;Eukaryota(100);SAR(97.1);Alveolata(95.1);Protalveolata(90.8);Syndiniales(90.8);Amoebophrya(89.3)
OTU_19884;OTU_19883;Eukaryota(100);Opisthokonta(98.7);Holozoa(98.7);Metazoa(98.7);Animalia(98.7);Annelida(21.9)
OTU_19885;OTU_19884;Eukaryota(100);SAR(66);Rhizaria(11.5);Cercozoa(11.5);Imbricatea(9.3);Marimonadida(9.3)
OTU_19886;OTU_19885;Eukaryota(100);Opisthokonta(99.9);Holozoa(99.9);Metazoa(99.9);Animalia(99.9);Annelida(35.2)
OTU_19887;OTU_19886;Eukaryota(100);SAR(87.5);Alveolata(85.5);Dinoflagellata(80.1);Dinophyceae(67);BAQK03(59.2)
OTU_15138;OTU_15137;Eukaryota(100);SAR(87);Stramenopiles(85.2);Ochrophyta(79.9);Diatomea(60.5);Bacillariophytina(51.3)
OTU_15139;OTU_15138;Eukaryota(100);SAR(97.4);Stramenopiles(92.9);Ochrophyta(83.4);Diatomea(59);Bacillariophytina(33.8)
OTU_15134;OTU_15133;Eukaryota(100);SAR(59.7);Stramenopiles(59.7);Ochrophyta(54.3);Dictyochophyceae(54.2);Dictyochales(54.2)
OTU_15135;OTU_15134;Eukaryota(99.5);Opisthokonta(73.8);Holozoa(73.8);Metazoa(72.3);Animalia(72.3);Arthropoda(70.7)
OTU_15136;OTU_15135;Eukaryota(100);SAR(97);Stramenopiles(92.7);Ochrophyta(85);Diatomea(77.9);Coscinodiscophytina(45.9)
OTU_15137;OTU_15136;Eukaryota(100);SAR(60.2);Alveolata(56.9);Dinoflagellata(42.8);Dinophyceae(42);CCMP1878(8)
OTU_15130;OTU_15129;Eukaryota(100);SAR(99.4);Alveolata(98.4);Protalveolata(97.1);Syndiniales(97.1);Amoebophrya(91.7)
OTU_15131;OTU_15130;Eukaryota(100);SAR(88.8);Stramenopiles(86.3);Ochrophyta(85.4);Diatomea(71.7);Bacillariophytina(66.7)
OTU_15132;OTU_15131;Eukaryota(100);Opisthokonta(96.2);Holozoa(96.2);Metazoa(96.2);Animalia(96.2);Arthropoda(92.4)
OTU_15133;OTU_15132;Eukaryota(100);SAR(93.6);Stramenopiles(83.9);Ochrophyta(83.1);Diatomea(79.5);Bacillariophytina(66.5)
OTU_2256;OTU_2256;Eukaryota(100);SAR(98.4);Alveolata(97.8);Ciliophora(97.7);Intramacronucleata(97.7);Spirotrichea(97.7)
OTU_2257;OTU_2257;Eukaryota(100);SAR(90.7);Alveolata(88.3);Dinoflagellata(86.3);Dinophyceae(65.7);SCM37C58(32.2)
OTU_2254;OTU_2254;Eukaryota(100);SAR(99.9);Alveolata(99.6);Dinoflagellata(79.1);Dinophyceae(71);Peridiniphycidae(40.3)
OTU_2255;OTU_2255;Eukaryota(100);SAR(94.4);Alveolata(93.8);Protalveolata(55.5);Syndiniales(55.4);Syndiniales_Group_II(52.7)
OTU_2252;OTU_2252;Eukaryota(100);SAR(57.9);Stramenopiles(50.7);MAST-6(33.7);unclassified;unclassified
OTU_2253;OTU_2253;Eukaryota(96.2);Amoebozoa(10.2);Schizoplasmodiida(10);Ceratiomyxella(10);unclassified;unclassified
OTU_2250;OTU_2250;Eukaryota(100);SAR(100);Stramenopiles(97.5);Ochrophyta(84.2);Bolidomonas(33.7);unclassified
OTU_2251;OTU_2251;Eukaryota(96.8);Archaeplastida(58.3);Chloroplastida(49.3);Chlorophyta(49.3);Ulvophyceae(39.1);Wittrockiella(12.3)
OTU_35950;OTU_35947;Eukaryota(100);SAR(98.6);Stramenopiles(96.1);Ochrophyta(95.2);Diatomea(84.5);Coscinodiscophytina(55.7)
OTU_49424;OTU_49420;Eukaryota(100);SAR(96.2);Stramenopiles(89.2);Ochrophyta(65.3);Raphidophyceae(15.7);Chattonella(9.8)
OTU_2258;OTU_2258;Eukaryota(100);SAR(99.9);Alveolata(99.9);Dinoflagellata(97.4);Dinophyceae(66.7);Peridiniphycidae(45.1)
OTU_2259;OTU_2259;Eukaryota(100);Archaeplastida(75.5);Chloroplastida(75.5);Charophyta(71.6);Phragmoplastophyta(71.2);Streptophyta(71.2)
OTU_46959;OTU_46955;Eukaryota(100);SAR(87.8);Stramenopiles(81.4);Ochrophyta(60.9);Bolidomonas(29.7);unclassified
OTU_35951;OTU_35948;Eukaryota(100);Opisthokonta(52.2);Holozoa(50.5);Metazoa(50.3);Animalia(50.3);Arthropoda(29.8)
OTU_18285;OTU_18284;Eukaryota(100);Archaeplastida(30.9);Chloroplastida(30.7);Chlorophyta(29.9);Mamiellophyceae(9.3);Dolichomastix(9.3)
OTU_18284;OTU_18283;Eukaryota(100);SAR(92.4);Stramenopiles(87.3);Ochrophyta(85.8);Diatomea(74.3);Bacillariophytina(73.6)
OTU_18287;OTU_18286;Eukaryota(99.8);Opisthokonta(58.1);Holozoa(57.6);Metazoa(57);Animalia(57);Arthropoda(50.1)
OTU_18286;OTU_18285;Eukaryota(100);Cryptophyceae(90.7);Cryptomonadales(89.6);Plagioselmis(40.4);unclassified;unclassified
OTU_18281;OTU_18280;Eukaryota(100);SAR(69.5);Alveolata(69.5);Dinoflagellata(43.5);Dinophyceae(35.2);Dinophysiales(22.7)
OTU_18280;OTU_18279;Eukaryota(42.7);SAR(24.2);Stramenopiles(14.7);Labyrinthulomycetes(11.6);Thraustochytriaceae(11.6);Thraustochytrium(10.8)
OTU_18283;OTU_18282;Eukaryota(100);Opisthokonta(72.3);Holozoa(72.3);Metazoa(71.5);Animalia(71.5);Arthropoda(67.7)
OTU_18282;OTU_18281;Eukaryota(100);Archaeplastida(96.9);Chloroplastida(96.8);Chlorophyta(95.9);Mamiellophyceae(44);Micromonas(31.2)
OTU_18289;OTU_18288;Eukaryota(100);SAR(77.3);Stramenopiles(60.4);Ochrophyta(52);Bolidomonas(27.1);unclassified
OTU_18288;OTU_18287;Eukaryota(99.5);Archaeplastida(33.2);Chloroplastida(28.3);Chlorophyta(26.5);Trebouxiophyceae(12.9);Picochlorum(9.7)
OTU_52940;OTU_52936;Eukaryota(100);SAR(93.7);Alveolata(92.6);Dinoflagellata(90.1);Dinophyceae(87.5);Peridiniphycidae(54.3)
OTU_52941;OTU_52937;Eukaryota(100);SAR(80.1);Alveolata(74.9);Dinoflagellata(69);Dinophyceae(58.3);Peridiniphycidae(27.9)
OTU_52942;OTU_52938;Eukaryota(100);SAR(63.7);Stramenopiles(50.5);Ochrophyta(49.6);Dictyochophyceae(44);Dictyochales(42.4)
OTU_52943;OTU_52939;Eukaryota(100);SAR(53.7);Stramenopiles(38.2);Ochrophyta(38);Diatomea(35);Bacillariophytina(30.6)
OTU_52944;OTU_52940;Eukaryota(100);SAR(84.1);Alveolata(77.3);Protalveolata(77.3);Syndiniales(77.3);Syndiniales_Group_I(77.3)
OTU_52945;OTU_52941;Eukaryota(100);SAR(49.9);Stramenopiles(21.2);Peronosporomycetes(18.9);Olpidiopsis(16.5);unclassified
OTU_52946;OTU_52942;Eukaryota(100);SAR(98.6);Alveolata(98.5);Ciliophora(98.5);Intramacronucleata(98.5);Spirotrichea(98.2)
OTU_52947;OTU_52943;Eukaryota(100);SAR(88.5);Alveolata(86.7);Ciliophora(79.2);Intramacronucleata(79.2);Spirotrichea(77.1)
OTU_52948;OTU_52944;Eukaryota(100);SAR(98.3);Alveolata(98.2);Dinoflagellata(97.3);Dinophyceae(95.6);SCM37C58(78.5)
OTU_52949;OTU_52945;Eukaryota(100);SAR(86.8);Stramenopiles(85);Ochrophyta(84.9);Dictyochophyceae(75.3);Dictyochales(69.9)
OTU_4962;OTU_4961;Eukaryota(100);Opisthokonta(96.2);Holozoa(96.2);Metazoa(96.2);Animalia(96.2);Craniata(57.8)
OTU_4963;OTU_4962;Eukaryota(100);Archaeplastida(71.7);Chloroplastida(71.7);Chlorophyta(68.7);Mamiellophyceae(36.6);Ostreococcus(16.1)
OTU_4960;OTU_4959;Eukaryota(100);Archaeplastida(97.8);Chloroplastida(97.8);Chlorophyta(97.8);Mamiellophyceae(96.5);Micromonas(90.1)
OTU_4961;OTU_4960;Eukaryota(100);SAR(63.7);Stramenopiles(42.9);Incertae_Sedis(8);Pirsonia(8);unclassified
OTU_4966;OTU_4965;Eukaryota(100);Opisthokonta(90.9);Holozoa(90.2);Metazoa(90.2);Animalia(90.2);Arthropoda(31.2)
OTU_4967;OTU_4966;Eukaryota(100);Opisthokonta(89.5);Nucletmycea(83.4);Fungi(83.3);Chytridiomycota(37.8);Incertae_Sedis(37.8)
OTU_4964;OTU_4963;Eukaryota(100);SAR(53.8);Alveolata(45.5);Dinoflagellata(40.7);Dinophyceae(26.7);BAQK03(25.8)
OTU_4965;OTU_4964;Eukaryota(100);SAR(97.9);Alveolata(86.4);Protalveolata(70.8);Syndiniales(70.5);Syndiniales_Group_I(69.5)
OTU_4968;OTU_4967;Eukaryota(100);Archaeplastida(71.7);Chloroplastida(71.5);Chlorophyta(71.3);Mamiellophyceae(52.8);Micromonas(28.2)
OTU_4969;OTU_4968;Eukaryota(100);SAR(95.3);Alveolata(94.9);Protalveolata(94.3);Syndiniales(94.3);Syndiniales_Group_II(94.2)
OTU_18759;OTU_18758;Eukaryota(100);SAR(98.4);Alveolata(98.3);Dinoflagellata(92.1);Dinophyceae(86.5);Gymnodiniphycidae(39.3)
OTU_18758;OTU_18757;Eukaryota(100);SAR(87);Stramenopiles(49);Ochrophyta(42.7);Eustigmatales(18.8);Goniochloris(10.5)
OTU_18753;OTU_18752;Eukaryota(100);SAR(90);Alveolata(80.4);Ciliophora(77.3);Intramacronucleata(77.3);Spirotrichea(77.1)
OTU_18752;OTU_18751;Eukaryota(100);Opisthokonta(42.2);Holozoa(40.6);Metazoa(37);Animalia(37);Arthropoda(29.6)
OTU_18751;OTU_18750;Eukaryota(100);SAR(99);Stramenopiles(97.3);Ochrophyta(95.9);Diatomea(89);Bacillariophytina(76.3)
OTU_18750;OTU_18749;Eukaryota(99.3);Opisthokonta(35.6);Holozoa(33.2);Ichthyosporea(18.9);Ichthyophonae(17.6);Ichthyophonidae(17.2)
OTU_18757;OTU_18756;Eukaryota(100);SAR(95.5);Alveolata(36.3);BOLA914(21.4);unclassified;unclassified
OTU_18756;OTU_18755;Eukaryota(100);SAR(88.5);Stramenopiles(81.8);Ochrophyta(70.3);Diatomea(47.3);Bacillariophytina(44.8)
OTU_18755;OTU_18754;Eukaryota(100);SAR(70.7);Stramenopiles(66.5);Ochrophyta(65.9);Diatomea(57.5);Bacillariophytina(56.6)
OTU_18754;OTU_18753;Eukaryota(100);SAR(95.7);Stramenopiles(92.3);Ochrophyta(86.8);Diatomea(75.8);Bacillariophytina(69)
OTU_35954;OTU_35951;Eukaryota(100);SAR(84.7);Stramenopiles(82.8);Ochrophyta(82.4);Diatomea(72.1);Bacillariophytina(64.5)
OTU_10568;OTU_10567;Eukaryota(100);SAR(98.2);Alveolata(97.8);Dinoflagellata(95.4);Dinophyceae(90.1);Dinophysiales(77.5)
OTU_10569;OTU_10568;Eukaryota(100);Cryptophyceae(91.2);Cryptomonadales(91.2);Teleaulax(76.2);unclassified;unclassified
OTU_14669;OTU_14668;Eukaryota(100);SAR(97.5);Stramenopiles(97.4);Ochrophyta(94.4);Bolidomonas(43.6);unclassified
OTU_14668;OTU_14667;Eukaryota(100);SAR(88.9);Stramenopiles(88.4);Ochrophyta(49.6);Bolidomonas(41.8);unclassified
OTU_10564;OTU_10563;Eukaryota(100);SAR(83.9);Alveolata(76.6);M2-18H10(42.2);unclassified;unclassified
